id,scrapedrecipeguid,name,modelledname
6748,da6acd3b-06b3-4a74-acac-0ec9a9fb05b9,2 tbsp honey &#8211; clear or set,NULL
6749,da6acd3b-06b3-4a74-acac-0ec9a9fb05b9,500g tub cr&#232;me fra&#238;che or mascarpone,NULL
6750,da6acd3b-06b3-4a74-acac-0ec9a9fb05b9,a little cocoa powder,NULL
6751,a835b200-ee5e-403b-86db-0bf7addd53bc,"8 small plaice fillets (about 100g/4oz each), skin on",NULL
6752,a835b200-ee5e-403b-86db-0bf7addd53bc,"2 lemon, peel and white pith removed, very thinly sliced",NULL
6753,a835b200-ee5e-403b-86db-0bf7addd53bc,"2 handful mixed herb (tarragon, dill and curly parsley), finely chopped",NULL
6754,a835b200-ee5e-403b-86db-0bf7addd53bc,50g roasted flaked almond,NULL
6755,a835b200-ee5e-403b-86db-0bf7addd53bc,4 tbsp olive oil,NULL
6756,c26cef20-7257-4bb5-85b4-3ba368382aaf,"100g butter, cut into cubes",NULL
6757,c26cef20-7257-4bb5-85b4-3ba368382aaf,100g ground almond,NULL
6758,c26cef20-7257-4bb5-85b4-3ba368382aaf,100g self-raising flour,NULL
6759,c26cef20-7257-4bb5-85b4-3ba368382aaf,100g golden caster sugar,NULL
6760,c26cef20-7257-4bb5-85b4-3ba368382aaf,1 large egg,NULL
6761,c26cef20-7257-4bb5-85b4-3ba368382aaf,250g tub ricotta cheese,NULL
6762,c26cef20-7257-4bb5-85b4-3ba368382aaf,2 large egg,NULL
6763,c26cef20-7257-4bb5-85b4-3ba368382aaf,6 tbsp soured cream,NULL
6764,c26cef20-7257-4bb5-85b4-3ba368382aaf,50g golden caster sugar,NULL
6765,c26cef20-7257-4bb5-85b4-3ba368382aaf,1 tsp vanilla extract,NULL
6766,c26cef20-7257-4bb5-85b4-3ba368382aaf,"8 small apricot, halved and stoned (or use canned)",NULL
6767,c26cef20-7257-4bb5-85b4-3ba368382aaf,icing sugar for dusting,NULL
6768,d459f55c-b8eb-4924-872b-aaeef694eec0,"4&#189; kg oven-ready goose, neck, giblets and wishbone removed and saved for the stock",NULL
6769,d459f55c-b8eb-4924-872b-aaeef694eec0,"1 onion, sliced",NULL
6770,d459f55c-b8eb-4924-872b-aaeef694eec0,"1 carrot, sliced",NULL
6771,d459f55c-b8eb-4924-872b-aaeef694eec0,"1 bouquet garni (a sprig of thyme ; 3-4 parsley stalks; 1 celery stick, sliced; and 6-7 peppercorns - all in a muslin bag)",NULL
6772,d459f55c-b8eb-4924-872b-aaeef694eec0,25g butter,NULL
6773,d459f55c-b8eb-4924-872b-aaeef694eec0,"450g onions, chopped",NULL
6774,d459f55c-b8eb-4924-872b-aaeef694eec0,"450g cooking apples, peeled and chopped",NULL
6775,d459f55c-b8eb-4924-872b-aaeef694eec0,2 tsp thyme or lemon thyme leaves,NULL
6776,d459f55c-b8eb-4924-872b-aaeef694eec0,2-3 tbsp fresh orange juice,NULL
6777,d459f55c-b8eb-4924-872b-aaeef694eec0,"900g floury potatoes, halved if large",NULL
6778,d459f55c-b8eb-4924-872b-aaeef694eec0,3 tsp finely grated orange zest,NULL
6779,d459f55c-b8eb-4924-872b-aaeef694eec0,bay leaves,NULL
6780,d459f55c-b8eb-4924-872b-aaeef694eec0,Bramley apple sauce,NULL
6781,afdbb416-98e9-48ca-b58c-cb3cb2b8eef4,"1kg mixed berries, such as raspberries, blueberries, redcurrants, blackberries and strawberries, plus a few extra to serve",NULL
6782,afdbb416-98e9-48ca-b58c-cb3cb2b8eef4,50g caster sugar,NULL
6783,afdbb416-98e9-48ca-b58c-cb3cb2b8eef4,4 tbsp Cr&#232;me de Cassis (or water),NULL
6784,afdbb416-98e9-48ca-b58c-cb3cb2b8eef4,"large (approx 800g) loaf white bread, sliced",NULL
6785,74ec63c7-88e9-4e5f-b6f3-e43479fdd752,"1&#189; kg potato, such as Desir&#233;e or Maris Piper",NULL
6786,74ec63c7-88e9-4e5f-b6f3-e43479fdd752,"100-140g/4-5oz butter, cut into cubes",NULL
6787,74ec63c7-88e9-4e5f-b6f3-e43479fdd752,300ml hot full-fat milk,NULL
6788,74ec63c7-88e9-4e5f-b6f3-e43479fdd752,6 tbsp double cream,NULL
6789,74ec63c7-88e9-4e5f-b6f3-e43479fdd752,"&#189; tsp truffle oil, or to taste",NULL
6790,425f32fc-eb77-483d-a670-86cf30679802,400g carrot,NULL
6791,425f32fc-eb77-483d-a670-86cf30679802,"250g pack beetroot, peeled, cooked or raw",NULL
6792,425f32fc-eb77-483d-a670-86cf30679802,juice 1 lemon,NULL
6793,425f32fc-eb77-483d-a670-86cf30679802,3 tbsp olive oil,NULL
6794,425f32fc-eb77-483d-a670-86cf30679802,"1 garlic clove, crushed",NULL
6795,425f32fc-eb77-483d-a670-86cf30679802,2 heads chicory (or crunchy lettuce),NULL
6796,425f32fc-eb77-483d-a670-86cf30679802,200g pack feta cheese,NULL
6797,425f32fc-eb77-483d-a670-86cf30679802,bunch mint,NULL
6798,425f32fc-eb77-483d-a670-86cf30679802,handful toasted almonds or walnuts (optional),NULL
6799,d7fbde06-bb25-4487-a9cb-ed78170cf458,85g butter,NULL
6800,d7fbde06-bb25-4487-a9cb-ed78170cf458,"100g plain flour, sifted",NULL
6801,d7fbde06-bb25-4487-a9cb-ed78170cf458,pinch salt,NULL
6802,d7fbde06-bb25-4487-a9cb-ed78170cf458,"3 eggs, beaten",NULL
6803,d7fbde06-bb25-4487-a9cb-ed78170cf458,50g butter,NULL
6804,d7fbde06-bb25-4487-a9cb-ed78170cf458,5 tbsp soft brown sugar,NULL
6805,d7fbde06-bb25-4487-a9cb-ed78170cf458,142ml carton double cream,NULL
6806,d7fbde06-bb25-4487-a9cb-ed78170cf458,"142 or 284 ml carton double cream, depending on how creamy you like them",NULL
6807,d7fbde06-bb25-4487-a9cb-ed78170cf458,"1 tbsp icing sugar, sifted",NULL
6808,d7fbde06-bb25-4487-a9cb-ed78170cf458,3 tbsp dessert wine (sweet Muscat works well),NULL
6809,d7fbde06-bb25-4487-a9cb-ed78170cf458,"2 peaches, stoned and sliced",NULL
6810,d7fbde06-bb25-4487-a9cb-ed78170cf458,150g pack blueberries,NULL
6811,3f9efd02-b36e-445e-a7f8-607dd207f884,3 handfuls of fresh coriander leaves,NULL
6812,3f9efd02-b36e-445e-a7f8-607dd207f884,1 handful of fresh mint leaves,NULL
6813,3f9efd02-b36e-445e-a7f8-607dd207f884,1 green chilli,NULL
6814,3f9efd02-b36e-445e-a7f8-607dd207f884,"1 small ripe mango, peeled and diced",NULL
6815,3f9efd02-b36e-445e-a7f8-607dd207f884,&#189; tsp cumin seeds,NULL
6816,3f9efd02-b36e-445e-a7f8-607dd207f884,&#189; tsp golden caster sugar,NULL
6817,3f9efd02-b36e-445e-a7f8-607dd207f884,juice of half a lemon,NULL
6818,3f9efd02-b36e-445e-a7f8-607dd207f884,1 tbsp natural yogurt,NULL
6819,e7aad908-37c5-43ec-aeb4-d4c070977521,"4 thick slices of baguette or 2 country loaf slices, halved",NULL
6820,e7aad908-37c5-43ec-aeb4-d4c070977521,"1 large tomato, thickly sliced",NULL
6821,2ca45148-5362-4ffe-a4bd-8344e735e34c,400g spaghetti,NULL
6822,2ca45148-5362-4ffe-a4bd-8344e735e34c,"100g SunBlush or sundried tomatoes, roughly chopped",NULL
6823,2ca45148-5362-4ffe-a4bd-8344e735e34c,1 tbsp tomato pur&#233;e,NULL
6824,2ca45148-5362-4ffe-a4bd-8344e735e34c,"handful olives, roughly chopped",NULL
6825,2ca45148-5362-4ffe-a4bd-8344e735e34c,"2 tbsp oil from the tomatoes, or olive oil",NULL
6826,2ca45148-5362-4ffe-a4bd-8344e735e34c,"50g vegetarian Parmesan -style cheese, grated",NULL
6827,2ca45148-5362-4ffe-a4bd-8344e735e34c,"50g pine nuts, toasted",NULL
6828,ace125e8-6b7f-4c06-820e-a5f763767ed3,1 tbsp wholegrain mustard,NULL
6829,ace125e8-6b7f-4c06-820e-a5f763767ed3,"1 tbsp cider or white wine vinegar, plus a splash",NULL
6830,ace125e8-6b7f-4c06-820e-a5f763767ed3,5 tbsp olive oil,NULL
6831,ace125e8-6b7f-4c06-820e-a5f763767ed3,"half a small loaf of French stick, torn into bite-sized pieces",NULL
6832,ace125e8-6b7f-4c06-820e-a5f763767ed3,180g pack trimmed French beans,NULL
6833,ace125e8-6b7f-4c06-820e-a5f763767ed3,300g smoked haddock,NULL
6834,ace125e8-6b7f-4c06-820e-a5f763767ed3,2 eggs,NULL
6835,ace125e8-6b7f-4c06-820e-a5f763767ed3,"half a head of fris&#233;e, split into leaves",NULL
6836,847fa04e-d2ef-4e0e-8743-02dbe55c5854,140g softened butter,NULL
6837,847fa04e-d2ef-4e0e-8743-02dbe55c5854,200g caster sugar,NULL
6838,847fa04e-d2ef-4e0e-8743-02dbe55c5854,4 large egg,NULL
6839,847fa04e-d2ef-4e0e-8743-02dbe55c5854,finely grated zest of 2 oranges,NULL
6840,847fa04e-d2ef-4e0e-8743-02dbe55c5854,142ml carton soured cream,NULL
6841,847fa04e-d2ef-4e0e-8743-02dbe55c5854,175g self-raising flour,NULL
6842,847fa04e-d2ef-4e0e-8743-02dbe55c5854,icing sugar for dusting,NULL
6843,847fa04e-d2ef-4e0e-8743-02dbe55c5854,250ml orange juice (including juice of above oranges),NULL
6844,847fa04e-d2ef-4e0e-8743-02dbe55c5854,175g caster sugar,NULL
6845,847fa04e-d2ef-4e0e-8743-02dbe55c5854,"1 vanilla pod, split lengthways",NULL
6846,847fa04e-d2ef-4e0e-8743-02dbe55c5854,"2 papaya, halved, seeded and peeled, then cut into 1cm pieces",NULL
6847,f84060a9-a211-40ce-b2a6-8fc13d6f5175,375ml pack ready-rolled puff pastry,NULL
6848,f84060a9-a211-40ce-b2a6-8fc13d6f5175,"85g Wensleydale cheese (or other crumbly, sharp cheese)",NULL
6849,f84060a9-a211-40ce-b2a6-8fc13d6f5175,handful pitted olives,NULL
6850,f84060a9-a211-40ce-b2a6-8fc13d6f5175,"250g punnet cherry tomatoes, halved",NULL
6851,f84060a9-a211-40ce-b2a6-8fc13d6f5175,"2 tbsp pesto, try using fresh from the chiller cabinet",NULL
6852,fe475254-8780-4160-b385-ad57b3ffb0dd,"1 large shallot, chopped",NULL
6853,fe475254-8780-4160-b385-ad57b3ffb0dd,"150g small cherry tomato, halved, or 3 medium tomatoes, deseeded and chopped",NULL
6854,fe475254-8780-4160-b385-ad57b3ffb0dd,3 tbsp tomato ketchup,NULL
6855,fe475254-8780-4160-b385-ad57b3ffb0dd,2 tbsp Worcestershire sauce,NULL
6856,fe475254-8780-4160-b385-ad57b3ffb0dd,"1 tbsp grain mustard, optional",NULL
6857,fe475254-8780-4160-b385-ad57b3ffb0dd,"&#189; lemon, juice only",NULL
6858,fe475254-8780-4160-b385-ad57b3ffb0dd,1 tbsp balsamic vinegar,NULL
6859,fe475254-8780-4160-b385-ad57b3ffb0dd,1 tbsp olive oil,NULL
6860,fe475254-8780-4160-b385-ad57b3ffb0dd,"small handful tarragon leaves, finely chopped",NULL
6861,24021298-cfc1-444d-84b1-c9204aace78c,2 lemon,NULL
6862,24021298-cfc1-444d-84b1-c9204aace78c,3 tbsp light muscovado sugar,NULL
6863,24021298-cfc1-444d-84b1-c9204aace78c,"thumb-sized piece ginger, shredded (no need to peel)",NULL
6864,24021298-cfc1-444d-84b1-c9204aace78c,"2 garlic clove, crushed",NULL
6865,24021298-cfc1-444d-84b1-c9204aace78c,5 tbsp soy sauce,NULL
6866,24021298-cfc1-444d-84b1-c9204aace78c,&#189; tsp Chinese five spice powder,NULL
6867,24021298-cfc1-444d-84b1-c9204aace78c,splash dry sherry or dry white wine,NULL
6868,24021298-cfc1-444d-84b1-c9204aace78c,8 chicken thigh,NULL
6869,82aa7ed4-bafa-4e88-aa5b-f39364e729e4,large pinch saffron strands,NULL
6870,82aa7ed4-bafa-4e88-aa5b-f39364e729e4,"500g/ 1lb 2oz onion, thinly sliced",NULL
6871,82aa7ed4-bafa-4e88-aa5b-f39364e729e4,175g/ 6oz butter,NULL
6872,82aa7ed4-bafa-4e88-aa5b-f39364e729e4,"8 garlic clove, roughly chopped",NULL
6873,82aa7ed4-bafa-4e88-aa5b-f39364e729e4,"100g/ 4oz ginger, roughly chopped",NULL
6874,82aa7ed4-bafa-4e88-aa5b-f39364e729e4,&#190; tsp chilli powder,NULL
6875,82aa7ed4-bafa-4e88-aa5b-f39364e729e4,1 tsp ground cardamom seeds,NULL
6876,82aa7ed4-bafa-4e88-aa5b-f39364e729e4,&#189; tsp grated nutmeg,NULL
6877,82aa7ed4-bafa-4e88-aa5b-f39364e729e4,3 small cinnamon sticks,NULL
6878,82aa7ed4-bafa-4e88-aa5b-f39364e729e4,1 tsp clove,NULL
6879,82aa7ed4-bafa-4e88-aa5b-f39364e729e4,3 bay leaf,NULL
6880,82aa7ed4-bafa-4e88-aa5b-f39364e729e4,2 blades mace,NULL
6881,82aa7ed4-bafa-4e88-aa5b-f39364e729e4,2 tsp garam masala,NULL
6882,82aa7ed4-bafa-4e88-aa5b-f39364e729e4,"1 green chilli, deseeded and shredded",NULL
6883,82aa7ed4-bafa-4e88-aa5b-f39364e729e4,juice 3 limes,NULL
6884,82aa7ed4-bafa-4e88-aa5b-f39364e729e4,3 x 1kg/2lb 4oz pumpkins,NULL
6885,82aa7ed4-bafa-4e88-aa5b-f39364e729e4,175ml/ 6oz Greek yogurt,NULL
6886,82aa7ed4-bafa-4e88-aa5b-f39364e729e4,450g/ 1lb basmati rice,NULL
6887,82aa7ed4-bafa-4e88-aa5b-f39364e729e4,large handful mint leaves,NULL
6888,03c372f8-58b4-4f04-8fba-99d8e98bafe7,"450g Christmas pudding, roughly chopped into small pieces",NULL
6889,03c372f8-58b4-4f04-8fba-99d8e98bafe7,500g carton ready-made custard,NULL
6890,03c372f8-58b4-4f04-8fba-99d8e98bafe7,142ml carton double cream,NULL
6891,03c372f8-58b4-4f04-8fba-99d8e98bafe7,25g caster or icing sugar,NULL
6892,03c372f8-58b4-4f04-8fba-99d8e98bafe7,"4-6 tangerines or satsumas, peeled",NULL
6893,03c372f8-58b4-4f04-8fba-99d8e98bafe7,300ml orange juice,NULL
6894,03c372f8-58b4-4f04-8fba-99d8e98bafe7,a splash or two of Grand Marnier or Cointreau (optional),NULL
6895,03c372f8-58b4-4f04-8fba-99d8e98bafe7,100g caster sugar,NULL
6896,03c372f8-58b4-4f04-8fba-99d8e98bafe7,"holly sprigs, and icing sugar for dusting",NULL
6897,ee09aa18-23d4-4a9f-a403-0a7a4380bddd,250g jar mixed pepper with herbs,NULL
6898,ee09aa18-23d4-4a9f-a403-0a7a4380bddd,"250g new potato, scrubbed and thickly sliced",NULL
6899,ee09aa18-23d4-4a9f-a403-0a7a4380bddd,"1 red onion, cut into wedges",NULL
6900,ee09aa18-23d4-4a9f-a403-0a7a4380bddd,"140g green bean, trimmed and halved",NULL
6901,ee09aa18-23d4-4a9f-a403-0a7a4380bddd,"175g chunky cod or salmon fillets, skin on",NULL
6902,ee09aa18-23d4-4a9f-a403-0a7a4380bddd,half a lemon,NULL
6903,ee09aa18-23d4-4a9f-a403-0a7a4380bddd,"crusty bread, to serve",NULL
6904,1a0085ac-c8be-4d53-920e-ac3f284acfac,1 x 170g ready-to-bake garlic bread,NULL
6905,1a0085ac-c8be-4d53-920e-ac3f284acfac,2 heads of chicory,NULL
6906,1a0085ac-c8be-4d53-920e-ac3f284acfac,"2 celery sticks, cut into thin diagonal slices",NULL
6907,1a0085ac-c8be-4d53-920e-ac3f284acfac,"1 bunch of radishes, trimmed and quartered",NULL
6908,1a0085ac-c8be-4d53-920e-ac3f284acfac,"50g shelled walnut or pecans, toasted and roughly chopped",NULL
6909,1a0085ac-c8be-4d53-920e-ac3f284acfac,"2 red-skinned eating apple, cored and cut into slim wedges",NULL
6910,1a0085ac-c8be-4d53-920e-ac3f284acfac,175g Stilton (or any leftover cheese),NULL
6911,1a0085ac-c8be-4d53-920e-ac3f284acfac,"4-5 tbsp ready-made honey and mustard dressing, to serve",NULL
6912,822f3b08-5513-433c-84bc-eb8268a70c5b,2 tsp juniper berry,NULL
6913,822f3b08-5513-433c-84bc-eb8268a70c5b,3 tbsp gin,NULL
6914,822f3b08-5513-433c-84bc-eb8268a70c5b,"100ml whole milk, preferably Channel Island",NULL
6915,822f3b08-5513-433c-84bc-eb8268a70c5b,1 large green cabbage,NULL
6916,822f3b08-5513-433c-84bc-eb8268a70c5b,"1 large leek (or 2 small ones), trimmed",NULL
6917,822f3b08-5513-433c-84bc-eb8268a70c5b,50g unsalted butter,NULL
6918,822f3b08-5513-433c-84bc-eb8268a70c5b,1 scant tsp Marigold Swiss vegetable bouillon powder,NULL
6919,822f3b08-5513-433c-84bc-eb8268a70c5b,6 heaped tbsp full-fat fromage frais (about 200g/8oz),NULL
6920,941d17dc-df6f-4c2f-855f-b9d2adb57e65,icing sugar,NULL
6921,941d17dc-df6f-4c2f-855f-b9d2adb57e65,1 egg white,NULL
6922,941d17dc-df6f-4c2f-855f-b9d2adb57e65,small sprigs coriander,NULL
6923,941d17dc-df6f-4c2f-855f-b9d2adb57e65,white caster sugar,NULL
6924,a0819ef6-bd20-4cfb-a471-1afb1d775bc1,500g pack baby new potato,NULL
6925,a0819ef6-bd20-4cfb-a471-1afb1d775bc1,1 tbsp Dijon mustard,NULL
6926,a0819ef6-bd20-4cfb-a471-1afb1d775bc1,finely grated zest and juice unwaxed &#189; lemon,NULL
6927,a0819ef6-bd20-4cfb-a471-1afb1d775bc1,5 tbsp extra-virgin olive oil,NULL
6928,a0819ef6-bd20-4cfb-a471-1afb1d775bc1,3 tbsp chopped flat-leaf parsley,NULL
6929,a0819ef6-bd20-4cfb-a471-1afb1d775bc1,"2 spring onion, thinly sliced diagonally",NULL
6930,8ba850a3-1e48-4e66-952b-441ce0d661cf,"250g punnet strawberries, hulled",NULL
6931,8ba850a3-1e48-4e66-952b-441ce0d661cf,125g punnet blueberries,NULL
6932,8ba850a3-1e48-4e66-952b-441ce0d661cf,125g punnet blackberries,NULL
6933,8ba850a3-1e48-4e66-952b-441ce0d661cf,85g golden caster sugar,NULL
6934,8ba850a3-1e48-4e66-952b-441ce0d661cf,"6 thin slices of bread from a gluten-free loaf, see tip below",NULL
6935,1746f50e-b4de-43ef-beb5-019b109df351,"1 mouli radish, peeled, or a bunch of radishes, trimmed and halved",NULL
6936,1746f50e-b4de-43ef-beb5-019b109df351,4 tbsp extra-virgin olive oil,NULL
6937,1746f50e-b4de-43ef-beb5-019b109df351,squeeze fresh lemon juice,NULL
6938,1746f50e-b4de-43ef-beb5-019b109df351,1 tbsp very finely chopped fresh parsley,NULL
6939,bcd0231f-0df5-4400-ba8e-6d00580f6292,"1 large cauliflower (about 1kg/2lb 4oz), trimmed",NULL
6940,bcd0231f-0df5-4400-ba8e-6d00580f6292,300g tub cheese sauce,NULL
6941,bcd0231f-0df5-4400-ba8e-6d00580f6292,"100g Swiss cheese such as Gruy&#232;re or emmental, grated",NULL
6942,bcd0231f-0df5-4400-ba8e-6d00580f6292,"25g toasted hazelnut, crushed",NULL
6943,bcd0231f-0df5-4400-ba8e-6d00580f6292,50g fresh breadcrumb,NULL
6944,42b62499-542d-43be-9e0a-f98bae850d6e,250g strong white bread flour,NULL
6945,42b62499-542d-43be-9e0a-f98bae850d6e,1 tsp fast-action dried yeast,NULL
6946,42b62499-542d-43be-9e0a-f98bae850d6e,"1 tbsp olive oil, plus extra for drizzling",NULL
6947,42b62499-542d-43be-9e0a-f98bae850d6e,200ml sparkling water,NULL
6948,42b62499-542d-43be-9e0a-f98bae850d6e,"semolina, for sprinkling (optional)",NULL
6949,42b62499-542d-43be-9e0a-f98bae850d6e,"finely chopped rosemary and Maldon salt, for sprinklng",NULL
6950,57185a55-e251-476c-a47b-1da53178ea69,350g pasta,NULL
6951,57185a55-e251-476c-a47b-1da53178ea69,"1 carrot, roughly chopped",NULL
6952,57185a55-e251-476c-a47b-1da53178ea69,"&#189; small onion, roughly chopped",NULL
6953,57185a55-e251-476c-a47b-1da53178ea69,"&#189; stick celery, roughly chopped",NULL
6954,57185a55-e251-476c-a47b-1da53178ea69,"6-8 ripe plum tomato, roughly chopped",NULL
6955,57185a55-e251-476c-a47b-1da53178ea69,1 tsp dried oregano,NULL
6956,57185a55-e251-476c-a47b-1da53178ea69,1 tsp red pesto,NULL
6957,57185a55-e251-476c-a47b-1da53178ea69,2 tbsp raspberry vinegar,NULL
6958,57185a55-e251-476c-a47b-1da53178ea69,"grated Parmesan and basil leaves, to serve",NULL
6959,bf0b772f-f368-40ca-afce-b7036cf2ccbf,"200g softened butter, plus extra for greasing",NULL
6960,bf0b772f-f368-40ca-afce-b7036cf2ccbf,8 red or purple plum,NULL
6961,bf0b772f-f368-40ca-afce-b7036cf2ccbf,"140g golden caster sugar, plus 1 extra tbsp",NULL
6962,bf0b772f-f368-40ca-afce-b7036cf2ccbf,"3 egg, lightly beaten",NULL
6963,bf0b772f-f368-40ca-afce-b7036cf2ccbf,grated zest 1 large lemon,NULL
6964,bf0b772f-f368-40ca-afce-b7036cf2ccbf,175g self-raising flour,NULL
6965,bf0b772f-f368-40ca-afce-b7036cf2ccbf,6 tbsp milk,NULL
6966,bf0b772f-f368-40ca-afce-b7036cf2ccbf,"85g blanched almond, chopped (the pieces should be quite big)",NULL
6967,bf0b772f-f368-40ca-afce-b7036cf2ccbf,6 heaped tbsp redcurrant or plum jelly,NULL
6968,bf0b772f-f368-40ca-afce-b7036cf2ccbf,2 tbsp cassis (blackcurrant liqueur) or port,NULL
6969,9cf257d5-37f5-412c-9a9e-12131fc73f38,1 small ripe mango,NULL
6970,9cf257d5-37f5-412c-9a9e-12131fc73f38,150g pot low-fat peach or pineapple yogurt,NULL
6971,9cf257d5-37f5-412c-9a9e-12131fc73f38,1 square dark chocolate,NULL
6972,60753a21-7fc4-4042-a206-f2efdbff8ff1,2 ripe avocado,NULL
6973,60753a21-7fc4-4042-a206-f2efdbff8ff1,"1 lemon, juice only",NULL
6974,60753a21-7fc4-4042-a206-f2efdbff8ff1,250g pack smoked salmon,NULL
6975,60753a21-7fc4-4042-a206-f2efdbff8ff1,"small handful tarragon, leaves only, chopped",NULL
6976,60753a21-7fc4-4042-a206-f2efdbff8ff1,4 tbsp cr&#232;me fra&#238;che,NULL
6977,60753a21-7fc4-4042-a206-f2efdbff8ff1,"1 tbsp caper, drained",NULL
6978,60753a21-7fc4-4042-a206-f2efdbff8ff1,"wholemeal or soda bread, to serve",NULL
6979,16e39535-522e-4fe4-8de6-5cd2471688e4,"16 large potato, peeled and washed",NULL
6980,16e39535-522e-4fe4-8de6-5cd2471688e4,cooking oil,NULL
6981,16e39535-522e-4fe4-8de6-5cd2471688e4,knob of butter,NULL
6982,0d54d2e2-3200-497c-b929-a830b0190375,1 large orange,NULL
6983,0d54d2e2-3200-497c-b929-a830b0190375,4 tbsp extra-virgin olive oil,NULL
6984,0d54d2e2-3200-497c-b929-a830b0190375,2 bay leaves,NULL
6985,0d54d2e2-3200-497c-b929-a830b0190375,"1 garlic cloves, sliced into shards",NULL
6986,0d54d2e2-3200-497c-b929-a830b0190375,"200g Provencal black olives, pitted",NULL
6987,540733c7-0b09-4ee2-a258-aad22df7371b,175g self-raising flour,NULL
6988,540733c7-0b09-4ee2-a258-aad22df7371b,1 tsp baking powder,NULL
6989,540733c7-0b09-4ee2-a258-aad22df7371b,2 eggs,NULL
6990,540733c7-0b09-4ee2-a258-aad22df7371b,125ml milk,NULL
6991,540733c7-0b09-4ee2-a258-aad22df7371b,"198g can sweetcorn, drained",NULL
6992,540733c7-0b09-4ee2-a258-aad22df7371b,"100g mature cheddar, grated",NULL
6993,540733c7-0b09-4ee2-a258-aad22df7371b,2 tbsp chopped chives,NULL
6994,540733c7-0b09-4ee2-a258-aad22df7371b,2 tsp sunflower oil,NULL
6995,540733c7-0b09-4ee2-a258-aad22df7371b,"2 ripe tomatoes, finely chopped",NULL
6996,540733c7-0b09-4ee2-a258-aad22df7371b,2 tbsp organic tomato ketchup,NULL
6997,dad50e3d-74a5-4e56-b346-5412db508bbb,"4 pepper, any colour, tops removed and deseeded",NULL
6998,dad50e3d-74a5-4e56-b346-5412db508bbb,2 tbsp olive oil,NULL
6999,dad50e3d-74a5-4e56-b346-5412db508bbb,"1 red onion, finely chopped",NULL
7000,dad50e3d-74a5-4e56-b346-5412db508bbb,1 tsp ground cumin,NULL
7001,dad50e3d-74a5-4e56-b346-5412db508bbb,"1 red chilli, deseeded and finely chopped or 1 tsp cayenne pepper",NULL
7002,dad50e3d-74a5-4e56-b346-5412db508bbb,"2 courgette, diced",NULL
7003,dad50e3d-74a5-4e56-b346-5412db508bbb,175g frozen sweetcorn,NULL
7004,dad50e3d-74a5-4e56-b346-5412db508bbb,"1 avocado, diced",NULL
7005,dad50e3d-74a5-4e56-b346-5412db508bbb,"50g vegetarian cheddar, grated",NULL
7006,dad50e3d-74a5-4e56-b346-5412db508bbb,2 tbsp chopped fresh coriander,NULL
7007,50c41db2-0754-4141-99da-f59060665e2f,"25g unsalted butter, for greasing",NULL
7008,50c41db2-0754-4141-99da-f59060665e2f,finely grated chocolate,NULL
7009,50c41db2-0754-4141-99da-f59060665e2f,2 tbsp plain flour,NULL
7010,50c41db2-0754-4141-99da-f59060665e2f,2 tsp caster sugar,NULL
7011,50c41db2-0754-4141-99da-f59060665e2f,&#189; tsp cornflour,NULL
7012,50c41db2-0754-4141-99da-f59060665e2f,1 medium egg yolk,NULL
7013,50c41db2-0754-4141-99da-f59060665e2f,1 medium whole egg,NULL
7014,50c41db2-0754-4141-99da-f59060665e2f,4 tbsp milk,NULL
7015,50c41db2-0754-4141-99da-f59060665e2f,1 tbsp double cream,NULL
7016,50c41db2-0754-4141-99da-f59060665e2f,"25g good-quality dark chocolate preferably 70% cocoa solids, broken in pieces",NULL
7017,50c41db2-0754-4141-99da-f59060665e2f,1 tbsp cocoa powder,NULL
7018,50c41db2-0754-4141-99da-f59060665e2f,6 medium egg whites,NULL
7019,50c41db2-0754-4141-99da-f59060665e2f,85g caster sugar,NULL
7020,50c41db2-0754-4141-99da-f59060665e2f,"single cream or ice cream, to serve",NULL
7021,50c41db2-0754-4141-99da-f59060665e2f,4 tbsp double cream,NULL
7022,50c41db2-0754-4141-99da-f59060665e2f,"50g good-quality dark chocolate preferably 70% cocoa solids, broken into pieces",NULL
7023,50c41db2-0754-4141-99da-f59060665e2f,1 tbsp cocoa,NULL
7024,edc67ffd-5740-4c51-8d32-4581047eab5e,3 tbsp Cr&#232;me de Cassis,NULL
7025,edc67ffd-5740-4c51-8d32-4581047eab5e,"bottle of Champagne, chilled",NULL
7026,edc67ffd-5740-4c51-8d32-4581047eab5e,a few raspberries,NULL
7027,0162f45d-2946-4280-a26a-c4854cb9dd69,"500g bag carrots, thickly sliced on the diagonal",NULL
